,Store Title,State,City,Latitude,Longitude
0,Chipotle Auburn Campus,Alabama,Auburn,32.606812966051244,-85.48732833164195
1,Chipotle UAB Birmingham,Alabama,Birmingham,33.509721495414745,-86.80275567068401
2,Chipotle Trussville,Alabama,Birmingham,33.59558141391436,-86.64743684970284
3,Chipotle Inverness,Alabama,Birmingham,33.42258214624579,-86.69827946502971
4,Chipotle Riverchase,Alabama,Hoover,33.37895802956859,-86.80380210088629
5,Chipotle Huntsville University Drive,Alabama,Huntsville,34.742319254429496,-86.6657204641674
6,Chipotle Mobile,Alabama,Mobile,30.675337809949887,-88.143753929995
7,Chipotle Westwood Plaza,Alabama,Mobile,30.68273057569605,-88.22499815689844
8,Chipotle Montgomery Eastchase,Alabama,Montgomery,32.35917687650774,-86.16225285227608
9,Chipotle Tiger Town Auburn,Alabama,Opelika,32.616808752194316,-85.40447876717928
10,Chipotle Prattville AL,Alabama,Prattville,32.459169,-86.391343
11,Chipotle BAMA Campus,Alabama,Tuscaloosa,33.21066866513092,-87.55362088910408
12,Chipotle Bama (University of Alabama),Alabama,Tuscaloosa,33.19675499999999,-87.52704204662706
13,Chipotle Vestavia Hills,Alabama,Vestavia Hills,33.439069161673594,-86.78828456747647
14,Chipotle 99th & McDowell,Arizona,Avondale,33.46437705872272,-112.27319356506382
15,Chipotle Sundance Town Center,Arizona,Buckeye,33.438234,-112.558371
16,Chipotle Casa Grande,Arizona,Casa Grande,32.8791300574308,-111.71123532758008
17,Chipotle Alma School & Queen Creek,Arizona,Chandler,33.2639222376452,-111.85726059752221
18,Chipotle Chandler Boulevard Shops,Arizona,Chandler,33.30528109389568,-111.89998219286281
19,Chipotle Chandler Pavilions,Arizona,Chandler,33.317420390822654,-111.96882761900793
20,Chipotle Flagstaff,Arizona,Flagstaff,35.18986,-111.661643
21,Chipotle Gilbert Town Square,Arizona,Gilbert,33.32988022270755,-111.79089592376448
22,Chipotle Cooper & Baseline,Arizona,Gilbert,33.37792420216465,-111.80763961039872
23,Chipotle SanTan,Arizona,Gilbert,33.3081148,-111.7427414
24,Chipotle Gilbert & 202,Arizona,Gilbert,33.28188695150705,-111.78889024926309
25,Chipotle 67th Ave and 101,Arizona,Glendale,33.66586688567123,-112.20341053026442
26,Chipotle Northern Crossing,Arizona,Glendale,33.552412562708156,-112.18544568239622
27,Chipotle 59th & Thunderbird,Arizona,Glendale,33.61131275531313,-112.18452254968548
28,Chipotle Arrowhead Towne Center,Arizona,Glendale,33.64207417858354,-112.22530473871643
29,Chipotle Westgate Glendale,Arizona,Glendale,33.53508567802172,-112.26195146901438
30,Chipotle Goodyear,Arizona,Goodyear,33.463806634713315,-112.35866282944778
31,Chipotle Kingman,Arizona,Kingman,35.22399203679119,-114.03705752131305
32,Chipotle Lake Havasu,Arizona,Lake Havasu City,34.47479664860446,-114.34551069653816
33,Chipotle Laveen,Arizona,Laveen,33.379389711654824,-112.16905083754398
34,Chipotle Cortaro and I-10,Arizona,Marana,32.354884717102536,-111.09165199846211
35,Chipotle Maricopa,Arizona,Maricopa,33.07352392871503,-112.04274078834322
36,Chipotle Stapley and McKellips,Arizona,Mesa,33.451065255847375,-111.80335687153053
37,Chipotle Alma School Relo,Arizona,Mesa,33.38960599017438,-111.85682718956662
38,Chipotle Superstition Springs Relo,Arizona,Mesa,33.38985461122482,-111.68395069882871
39,Chipotle Signal Butte and Baseline,Arizona,Mesa,33.37942481813418,-111.60094897883607
40,Chipotle Las Sendas,Arizona,Mesa,33.46790531239631,-111.68346853282071
41,Chipotle Dana Park,Arizona,Mesa,33.37966761390607,-111.75581290980438
42,Chipotle Power & 202,Arizona,Mesa,33.32550687825606,-111.6875981837469
43,Chipotle Oro Valley,Arizona,Oro Valley,32.3987337,-110.9557397
44,Chipotle Arrowhead Fountains,Arizona,Peoria,33.63626807976065,-112.23411100604244
45,Chipotle Happy Valley,Arizona,Peoria,33.711451,-112.273128
46,Chipotle Uptown,Arizona,Phoenix,33.5096508,-112.0716658
47,Chipotle City Scape,Arizona,Phoenix,33.44806055476972,-112.07445550735758
48,Chipotle Encanto,Arizona,Phoenix,33.46552269086844,-112.08237253214531
49,Chipotle Camelback,Arizona,Phoenix,33.51037506402035,-112.04622043510204
50,Chipotle Tatum and Bell,Arizona,Phoenix,33.63818544112361,-111.97738650921002
51,Chipotle Desert Ridge,Arizona,Phoenix,33.67446828247802,-111.97528710545907
52,Chipotle South Mountain,Arizona,Phoenix,33.377257168580776,-112.02987286502969
53,Chipotle I-17 & Bell,Arizona,Phoenix,33.640372836488105,-112.1122786414017
54,Chipotle Nortera,Arizona,Phoenix,33.7145861,-112.112542
55,Chipotle Deer Valley Town Center,Arizona,Phoenix,33.66665768531911,-112.12322165701374
56,Chipotle Metro Center,Arizona,Phoenix,33.5813937,-112.1252007
57,Chipotle Arcadia Fiesta,Arizona,Phoenix,33.49495085405304,-112.01463337627501
58,Chipotle Ahwatukee,Arizona,Phoenix,33.30479751662666,-111.99361395337297
59,Chipotle 7th St. & Bell Road,Arizona,Phoenix,33.63993406534886,-112.06746827976605
60,Chipotle 44th & Thomas,Arizona,Phoenix,33.47971018719496,-111.98621165153793
61,Chipotle Paradise Valley,Arizona,Phoenix,33.599529,-111.981757
62,Chipotle 48th St and Broadway,Arizona,Phoenix,33.406421,-111.979649
63,Chipotle Desert Sky,Arizona,Phoenix,33.479676480750506,-112.21983422329617
64,Chipotle Prescott,Arizona,Prescott,34.54663162772478,-112.46924604662706
65,Chipotle Prescott Valley,Arizona,Prescott Valley,34.578155,-112.362518
66,Chipotle Ritten House,Arizona,Queen Creek,33.256185336370194,-111.63888845969365
67,Chipotle Scottsdale and Shea,Arizona,Scottsdale,33.58595737304114,-111.92558185222026
68,Chipotle Thompson Peak,Arizona,Scottsdale,33.622401247673174,-111.873954738914
69,Chipotle Maloney,Arizona,Scottsdale,33.62637158586619,-111.92474231316208
70,Chipotle Grayhawk,Arizona,Scottsdale,33.67624139841698,-111.92401394661744
71,Chipotle Scottsdale and Thomas,Arizona,Scottsdale,33.479336912764616,-111.92576791791788
72,Chipotle Downtown Scottsdale,Arizona,Scottsdale,33.50337052422998,-111.92569464601536
73,Chipotle Scottsdale Fashion Square,Arizona,Scottsdale,33.5036726721399,-111.92923654571541
74,Chipotle Hayden & Royal Palm,Arizona,Scottsdale,33.55767260595806,-111.89910900180035
75,Chipotle Scottsdale Pavilions,Arizona,Scottsdale,33.53874231866907,-111.8876336951065
76,Chipotle 92nd & Shea,Arizona,Scottsdale,33.58081392662861,-111.8819009164954
77,Chipotle Sedona,Arizona,Sedona,34.8683633460064,-111.76199563343238
78,Chipotle Sierra Vista,Arizona,Sierra Vista,31.55986473884307,-110.25793857170959
79,Chipotle Surprise,Arizona,Surprise,33.63829071307527,-112.3590925355993
80,Chipotle ASU,Arizona,Tempe,33.41798133570578,-111.94040165583704
81,Chipotle Tempe Marketplace,Arizona,Tempe,33.433368350573275,-111.90183616209515
82,Chipotle Discovery,Arizona,Tempe,33.3497933,-111.9014817
83,Chipotle Rural & Baseline,Arizona,Tempe,33.37791758045822,-111.92908496080338
84,Chipotle I-19 & Irvington,Arizona,Tucson,32.1639328,-110.9897341
85,Chipotle Tucson Mall,Arizona,Tucson,32.286163825928526,-110.97564356043335
86,Chipotle Campbell Village,Arizona,Tucson,32.262389514895965,-110.9441263400534
87,Chipotle Grant & Swan,Arizona,Tucson,32.25002327893095,-110.89092465751298
88,Chipotle Park Place Mall,Arizona,Tucson,32.21917539349937,-110.865486800636
89,Chipotle Grant and Tanque Verde,Arizona,Tucson,32.25026412653463,-110.85154298893758
90,Chipotle Foothills,Arizona,Tucson,32.343577682700435,-111.0133044276954
91,Chipotle University Square,Arizona,Tucson,32.231921707186025,-110.95746181562401
92,Chipotle 22nd and Harrison,Arizona,Tucson,32.20596149006868,-110.79014354983957
93,Chipotle Yuma,Arizona,Yuma,32.69978529949036,-114.60102888404407
94,Chipotle Bentonville,Arkansas,Bentonville,36.33465562169019,-94.18511392344067
95,Chipotle Conway,Arkansas,Conway,35.09108728315982,-92.41823377546314
96,Chipotle College & Millsap,Arkansas,Fayetteville,36.11273654734074,-94.14538540335559
97,Chipotle University of Arkansas,Arkansas,Fayetteville,36.066736703377906,-94.16612579287357
98,Chipotle University & Markham,Arkansas,Little Rock,34.75201036980043,-92.34153181349183
99,Chipotle Pleasant Ridge Town Center,Arkansas,Little Rock,34.793541224083214,-92.40036710778713
100,Chipotle Burnaby Metrotown,British Columbia,Burnaby,49.227008,-123.000288
101,Chipotle Langley,British Columbia,Langley,49.11279589999999,-122.6723519
102,Chipotle Surrey Guildford Mall,British Columbia,Surrey,49.190084,-122.804027
103,Chipotle Vancouver Fairview,British Columbia,Vancouver,49.26292,-123.11603
104,Chipotle Vancouver Robson Square,British Columbia,Vancouver,49.28155,-123.12095
105,Chipotle West Vancouver,British Columbia,West Vancouver,49.32786790000001,-123.1394488
106,Chipotle Alameda Island,California,Alameda,37.756040876734254,-122.25041514023036
107,Chipotle Alameda Landing,California,Alameda,37.78614100776162,-122.28120659723874
108,Chipotle Alhambra II,California,Alhambra,34.09254302709484,-118.14575568686524
109,Chipotle Aliso Viejo,California,Aliso Viejo,33.577008,-117.725333
110,Chipotle Anaheim Town Square,California,Anaheim,33.83957989941753,-117.88867467392521
111,Chipotle East Anaheim,California,Anaheim,33.860569750992006,-117.79228294204808
112,Chipotle Anaheim Hills,California,Anaheim,33.86802786130575,-117.74815098742596
113,Chipotle Anaheim,California,Anaheim,33.81863895112696,-117.94176801989965
114,Chipotle Jess Ranch,California,Apple Valley,34.47069588108122,-117.2457914536875
115,Chipotle Santa Anita,California,Arcadia,34.13572656223666,-118.04973664929628
116,Chipotle Arroyo Grande,California,Arroyo Grande,35.12017354508283,-120.60171216458565
117,Chipotle Auburn,California,Auburn,38.94120080026161,-121.09614846331169
118,Chipotle Azusa,California,Azusa,34.12814641664687,-117.89157162822437
119,Chipotle River Walk Bakersfield,California,Bakersfield,35.35212176910199,-119.11911787270185
120,Chipotle Mt Vernon Bakersfield,California,Bakersfield,35.39223261450192,-118.96794031141218
121,Chipotle Valley Plaza Food Court,California,Bakersfield,35.3377069,-119.0351604
122,Chipotle Bakersfield NW,California,Bakersfield,35.40116339582047,-119.091834844792
123,Chipotle Bakersfield,California,Bakersfield,35.35453087454825,-119.05705893741703
124,Chipotle Gosford Village,California,Bakersfield,35.30652183893728,-119.09252875520804
125,Chipotle Baldwin Hills,California,Baldwin Hills,34.013284423748814,-118.33662499830109
126,Chipotle Baldwin Park,California,Baldwin Park,34.069396,-117.97208
127,Chipotle Banning,California,Banning,33.9238641,-116.9454427
128,Chipotle Barstow,California,Barstow,34.8528123628865,-117.08279671145499
129,Chipotle Gilman,California,Berkeley,37.87939337077996,-122.2963244817883
130,Chipotle Berkeley Shattuck,California,Berkeley,37.8688732912193,-122.26748664723874
131,Chipotle Telegraph Ave.,California,Berkeley,37.868384336918915,-122.25895608037399
132,Chipotle Beverly Hills,California,Beverly Hills,34.063323794483836,-118.39882933026638
133,Chipotle Little Santa Monica,California,Beverly Hills,34.071322645040006,-118.40356168956657
134,Chipotle Brea Mall,California,Brea,33.915677940492365,-117.8864340786871
135,Chipotle Brea,California,Brea,33.91179690220889,-117.88205261146413
136,Chipotle Brentwood Lone Tree Plaza,California,Brentwood,37.96126017826663,-121.74884971530332
137,Chipotle Centerpointe,California,Buena Park,33.85831428190834,-118.03057717907734
138,Chipotle Burbank,California,Burbank,34.18195878665414,-118.31143974113996
139,Chipotle Toluca Lake,California,Burbank,34.1516477,-118.3433513
140,Chipotle Cabazon,California,Cabazon,33.9232774,-116.8053387
141,Chipotle Camarillo Outlets,California,Camarillo,34.21725346260006,-119.06555787396223
142,Chipotle Campbell,California,Campbell,37.29088001186664,-121.93205873037397
143,Chipotle Topanga,California,Canoga Park,34.19,-118.60255
144,Chipotle Capitola,California,Capitola,36.97793296544234,-121.96629033430656
145,Chipotle Carlsbad,California,Carlsbad,33.12805531775516,-117.27045117880391
146,Chipotle La Costa Town Square,California,Carlsbad,33.081846051416996,-117.23594035921002
147,Chipotle Southbay Pavilion,California,Carson,33.846571303188675,-118.26345516132488
148,Chipotle Castro Valley,California,Castro Valley,37.69534808292011,-122.07682173834326
149,Chipotle Cerritos College Square,California,Cerritos,33.88592808196876,-118.10201018650821
150,Chipotle Cerritos,California,Cerritos,33.87279148159613,-118.06421767787731
151,Chipotle Los Cerritos,California,Cerritos,33.8619,-118.092552
152,Chipotle Chatsworth,California,Chatsworth,34.23752415197358,-118.58913502915061
153,Chipotle Chico Mall,California,Chico,39.72754269084902,-121.80506296936574
154,Chipotle Chico,California,Chico,39.73437615123794,-121.83515019816491
155,Chipotle Chino,California,Chino,34.03190485597059,-117.69030120491084
156,Chipotle Chino Hills,California,Chino Hills,34.00053846088931,-117.73123922233526
157,Chipotle Eastlake,California,Chula Vista,32.64715651821109,-116.96557457182973
158,Chipotle Chula Vista H Street,California,Chula Vista,32.631538330080154,-117.0880960495063
159,Chipotle Bonita Plaza,California,Chula Vista,32.646182,-117.002625
160,Chipotle Sunrise,California,Citrus Heights,38.67204396033948,-121.27210814264242
161,Chipotle Puente Hills Mall,California,City Of Industry,33.991108667992535,-117.92463514846213
162,Chipotle Claremont Promenade,California,Claremont,34.079562,-117.719517
163,Chipotle Clovis,California,Clovis,36.80816451357602,-119.69365285818361
164,Chipotle Clovis NE,California,Clovis,36.837102806014755,-119.6829132847252
165,Chipotle Colma,California,Colma,37.67119213613535,-122.46439892638864
166,Chipotle Citadel Outlets,California,Commerce,34.005728,-118.152961
167,Chipotle Compton,California,Compton,33.87653521836164,-118.2178387895666
168,Chipotle Todos Santos,California,Concord,37.9767127,-122.0354564
169,Chipotle Concord,California,Concord,37.9369329,-122.0248286
170,Chipotle Corona,California,Corona,33.84761569537094,-117.54381688956664
171,Chipotle Corona Crossings,California,Corona,33.82364130228084,-117.51664473282074
172,Chipotle Harbor Center,California,Costa Mesa,33.65830729835141,-117.91864753016444
173,Chipotle Culver Crossroads,California,Culver City,34.007161815291546,-118.41262312546246
174,Chipotle Culver City Terrace,California,Culver City,33.9854146,-118.3933069
175,Chipotle Fox Hills,California,Culver City,33.98811135886199,-118.39300704814138
176,Chipotle Culver City DT,California,Culver City,34.023283636992964,-118.39435104455231
177,Chipotle Cupertino,California,Cupertino,37.31726503354268,-122.03278998505789
178,Chipotle Cupertino Homestead Square,California,Cupertino,37.337315054598356,-122.03648371994058
179,Chipotle Cypress Center,California,Cypress,33.80372614549295,-118.01252306588651
180,Chipotle Daly City,California,Daly City,37.7014805,-122.48236866
181,Chipotle Danville,California,Danville,37.82315928914039,-122.00409490062907
182,Chipotle E Street,California,Davis,38.54404613509196,-121.74159458965198
183,Chipotle Flower Hill,California,Del Mar,32.9812865943242,-117.24979818185977
184,Chipotle Diamond Bar,California,Diamond Bar,34.02087757522673,-117.81055878105349
185,Chipotle Downey,California,Downey,33.9378076569092,-118.12955238646725
186,Chipotle Promenade at Downey,California,Downey,33.92222904425112,-118.13154774014572
187,Chipotle Dublin Hacienda,California,Dublin,37.70561684178781,-121.89083598834327
188,Chipotle Dublin,California,Dublin,37.706373161666555,-121.92911820179427
189,Chipotle El Cajon East,California,El Cajon,32.79401250323742,-116.93476260142046
190,Chipotle El Cerrito,California,El Cerrito,37.89920809436757,-122.30230887177561
191,Chipotle El Segundo,California,El Segundo,33.9196429750764,-118.39646644508912
192,Chipotle Elk Grove 2,California,Elk Grove,38.40832,-121.449308
193,Chipotle Laguna Pavilion,California,Elk Grove,38.4231808,-121.4155253
194,Chipotle Encinitas,California,Encinitas,33.05221414764947,-117.26155619596022
195,Chipotle East Escondido,California,Escondido,33.130322653305605,-117.06659018800502
196,Chipotle Escondido Promenade,California,Escondido,33.113014851997406,-117.10103903834323
197,Chipotle North County Mall,California,Escondido,33.071038,-117.065973
198,Chipotle Fair Oaks Madison,California,Fair Oaks,38.66156367871051,-121.22605489490638
199,Chipotle Gateway Courtyard,California,Fairfield,38.261633262094044,-122.05847163374688
200,Chipotle Willowcreek,California,Folsom,38.6694922,-121.1559255
201,Chipotle Folsom 2,California,Folsom,38.64500627533872,-121.12336725425826
202,Chipotle South Fontana,California,Fontana,34.06267988328293,-117.43504813347619
203,Chipotle Sierra Lakes,California,Fontana,34.138460305686856,-117.44145879080668
204,Chipotle Foothill Ranch II,California,Foothill Ranch,33.67950658806537,-117.6686818760748
205,Chipotle Bridgepointe,California,Foster City,37.562540203832256,-122.28064386932886
206,Chipotle Brookhurst St,California,Fountain Valley,33.714134,-117.954105
207,Chipotle Fountain Valley,California,Fountain Valley,33.68759248664302,-117.95451643741706
208,Chipotle Fremont,California,Fremont,37.554397790514614,-121.98171172607476
209,Chipotle Fremont Warm Springs,California,Fremont,37.51104648073672,-121.9407045100329
210,Chipotle Pacific Commons,California,Fremont,37.50434624597707,-121.97563680350913
211,Chipotle Manchester Mall,California,Fresno,36.78161964568193,-119.79007662149581
212,Chipotle West Shaw,California,Fresno,36.80942382028508,-119.87181903191185
213,Chipotle Fresno State,California,Fresno,36.8081309228704,-119.75344405147962
214,Chipotle Fig Garden,California,Fresno,36.81108327268125,-119.8080885580822
215,Chipotle Fashion Fair,California,Fresno,36.8065317,-119.7792371
216,Chipotle Riverpark Plaza,California,Fresno,36.852130620865516,-119.78899949694159
217,Chipotle Harbor and Orangethorpe,California,Fullerton,33.859725096408425,-117.92382825257039
218,Chipotle Cal State Fullerton,California,Fullerton,33.874571303771816,-117.89017259877664
219,Chipotle Garden Grove Promenade,California,Garden Grove,33.78884075207645,-117.96322514508915
220,Chipotle Gardena Marketplace,California,Gardena,33.87347234415794,-118.30884125214959
221,Chipotle Gilroy Ca,California,Gilroy,37.00297748618977,-121.55199715368747
222,Chipotle Glendale Galleria,California,Glendale,34.145124,-118.259326
223,Chipotle Glendale CA,California,Glendale,34.14745710452632,-118.24634196073055
224,Chipotle Brand Blvd.,California,Glendale,34.14795064352478,-118.25529353628349
225,Chipotle Glendora,California,Glendora,34.11636408347833,-117.83563471440067
226,Chipotle Rancho Cordova Rivergate,California,Gold River,38.61703934520703,-121.26894929933837
227,Chipotle Goleta,California,Goleta,34.42917694680606,-119.86940571226859
228,Chipotle Granada Hills,California,Granada Hills,34.25774798768706,-118.5020815711813
229,Chipotle Hanford,California,Hanford,36.327476827217744,-119.67329958895493
230,Chipotle Hawthorne,California,Hawthorne,33.90123578697386,-118.37322521000647
231,Chipotle Hemet,California,Hemet,33.74715564751028,-116.99751010828379
232,Chipotle Hermosa Beach,California,Hermosa Beach,33.86533148472044,-118.39348661381166
233,Chipotle Hesperia,California,Hesperia,34.427957,-117.37835
234,Chipotle Beach Blvd.,California,Huntington Beach,33.726848923164056,-117.98969228282067
235,Chipotle Seacliff Village,California,Huntington Beach,33.68070597247496,-118.0043468788187
236,Chipotle Imperial Beach,California,Imperial Beach,32.583602564037996,-117.1154485898486
237,Chipotle Crenshaw Imperial Plaza,California,Inglewood,33.9307059,-118.3255833
238,Chipotle Northpark Plaza,California,Irvine,33.72352160975807,-117.77145642620678
239,Chipotle The Crossroads,California,Irvine,33.68552416345209,-117.81125817954432
240,Chipotle UC Irvine,California,Irvine,33.64954032113868,-117.83907287874547
241,Chipotle Woodbury Town Center,California,Irvine,33.69833318594015,-117.74094540918287
242,Chipotle Irvine Spectrum,California,Irvine,33.65076778673915,-117.74288414416293
243,Chipotle La Canada Town Center,California,La Canada Flintridge,34.2035553021316,-118.19775441532687
244,Chipotle La Habra,California,La Habra,33.916790334759064,-117.95886346154208
245,Chipotle LaJolla Village Square,California,La Jolla,32.865734,-117.232143
246,Chipotle La Mesa,California,La Mesa,32.77361313869,-117.02695971336595
247,Chipotle La Quinta,California,La Quinta,33.710716,-116.2832098
248,Chipotle La Verne Ctr,California,La Verne,34.11205096859536,-117.76224672293085
249,Chipotle Lafayette SF,California,Lafayette,37.89320838385394,-122.1181198687172
250,Chipotle Laguna Niguel,California,Laguna Niguel,33.568050895227415,-117.70855873098566
251,Chipotle Dana Hills,California,Laguna Niguel,33.4926226,-117.6981154
252,Chipotle Lake Forest,California,Lake Forest,33.637965309430356,-117.6806010030881
253,Chipotle The Arbor,California,Lake Forest,33.61882578365792,-117.70345915116064
254,Chipotle Lakewood Mall,California,Lakewood,33.854145981105354,-118.1419423762926
255,Chipotle Lancaster South East,California,Lancaster,34.675201702407804,-118.14738032086677
256,Chipotle Tejon Ranch,California,Lebec,34.98650931128791,-118.94631826994055
257,Chipotle Livermore Outlets,California,Livermore,37.69852147922445,-121.84491555740772
258,Chipotle Livermore,California,Livermore,37.69911086622164,-121.74162527883607
259,Chipotle Lodi,California,Lodi,38.116714,-121.302485
260,Chipotle Long Beach,California,Long Beach,33.79012665654251,-118.1386805582838
261,Chipotle Downtown Long Beach,California,Long Beach,33.770147975849525,-118.19266047015526
262,Chipotle Marina Pacifica,California,Long Beach,33.759875,-118.114835
263,Chipotle Century City,California,Los Angeles,34.058031,-118.419668
264,Chipotle UCLA Bruins,California,Los Angeles,34.061058613094744,-118.44631431715572
265,Chipotle Farmers Market,California,Los Angeles,34.073700332765725,-118.36094683888962
266,Chipotle City West,California,Los Angeles,34.054200666523464,-118.26337541964341
267,Chipotle Brentwood LA,California,Los Angeles,34.05350633181874,-118.46487593252175
268,Chipotle Mar Vista,California,Los Angeles,34.022681490352895,-118.43917967651839
269,Chipotle Sunset & Vine,California,Los Angeles,34.09734687431174,-118.32636564723873
270,Chipotle Echo Park,California,Los Angeles,34.07714537434653,-118.26476045157142
271,Chipotle Larchmont Village,California,Los Angeles,34.07643494986921,-118.32395840740463
272,Chipotle South Park,California,Los Angeles,34.042015,-118.25841
273,Chipotle Koreatown,California,Los Angeles,34.0620432,-118.290865
274,Chipotle USC,California,Los Angeles,34.01695555547079,-118.28258402025506
275,Chipotle Midtown Crossing,California,Los Angeles,34.0481825,-118.33601217
276,Chipotle Eagle Rock,California,Los Angeles,34.138332433303944,-118.2147237946707
277,Chipotle Miracle Mile,California,Los Angeles,34.06211334855455,-118.3501959227192
278,Chipotle Financial District LA,California,Los Angeles,34.04759612692327,-118.25664718579833
279,Chipotle Ladera Heights,California,Los Angeles,33.978884768617974,-118.37066314049281
280,Chipotle Melrose Place,California,Los Angeles,34.08362649308188,-118.3443386895666
281,Chipotle Sunset Boulevard,California,Los Angeles,34.0978471129027,-118.35690521268083
282,Chipotle West Hollywood,California,Los Angeles,34.07313567,-118.37276533
283,Chipotle Los Gatos,California,Los Gatos,37.23535350416661,-121.96365672110028
284,Chipotle Madera,California,Madera,36.97402194121919,-120.08301113121536
285,Chipotle Malibu Village,California,Malibu,34.036158,-118.684829
286,Chipotle Manteca,California,Manteca,37.79631039976567,-121.19301733313455
287,Chipotle Marina,California,Marina,36.66588128255013,-121.80972461674025
288,Chipotle Marina Del Rey,California,Marina Del Rey,33.97915611697115,-118.43830612904065
289,Chipotle Martinez,California,Martinez,37.99476243515115,-122.10585776070695
290,Chipotle Menifee,California,Menifee,33.68456530437326,-117.17496204295696
291,Chipotle Merced II,California,Merced,37.31977990890728,-120.48614440335558
292,Chipotle Millbrae,California,Millbrae,37.59664287481773,-122.38616887789249
293,Chipotle Great Mall of America Bay Area,California,Milpitas,37.415755626922255,-121.89755758631577
294,Chipotle Eastvale,California,Mira Loma,33.97667219672287,-117.55285768220904
295,Chipotle Mission Hills,California,Mission Hills,34.25942,-118.4665907
296,Chipotle Mission Viejo,California,Mission Viejo,33.592456,-117.660366
297,Chipotle Crown Valley,California,Mission Viejo,33.559430658968246,-117.67142648344975
298,Chipotle Shops at Mission Viejo,California,Mission Viejo,33.557985982094955,-117.66898912803913
299,Chipotle Briggsmore Center,California,Modesto,37.670898363220275,-120.9946327764062
300,Chipotle Modesto,California,Modesto,37.68870917570512,-121.05397590868586
301,Chipotle Huntington Oaks,California,Monrovia,34.13980863005088,-118.01247076711644
302,Chipotle Montclair Mall,California,Montclair,34.08735747390883,-117.68910175613422
303,Chipotle Montebello,California,Montebello,34.01898412881839,-118.10597044601536
304,Chipotle Del Monte,California,Monterey,36.58351079602785,-121.89678568496998
305,Chipotle Monterey,California,Monterey,36.59696784159582,-121.89450361394216
306,Chipotle ELA City College,California,Monterey Park,34.03839617176134,-118.14455450980438
307,Chipotle Moreno Valley 2,California,Moreno Valley,33.93697901084461,-117.2618174240078
308,Chipotle Morgan Hill,California,Morgan Hill,37.15120417259024,-121.65604422441993
309,Chipotle El Monte Center,California,Mountain View,37.39065240537739,-122.09440156430867
310,Chipotle Mountain View,California,Mountain View,37.4218453291052,-122.09651837949752
311,Chipotle Murrieta,California,Murrieta,33.5683063848896,-117.20468239847946
312,Chipotle Napa,California,Napa,38.321241481142714,-122.30612309123143
313,Chipotle South Napa,California,Napa,38.28588119085403,-122.27434205735756
314,Chipotle Plaza Bonita Mall,California,National City,32.65457109907627,-117.06550772883605
315,Chipotle National City,California,National City,32.66055955059648,-117.10556562700259
316,Chipotle Newark,California,Newark,37.55115907630892,-122.05144880393186
317,Chipotle The Bluffs,California,Newport Beach,33.63897764137414,-117.8600891346731
318,Chipotle Newport Peninsula,California,Newport Beach,33.6152648852506,-117.93063838245149
319,Chipotle Norco,California,Norco,33.902656,-117.561895
320,Chipotle Victory Plaza,California,North Hollywood,34.18809,-118.41699
321,Chipotle NoHo LA,California,North Hollywood,34.1661600822382,-118.37501567104817
322,Chipotle Nordhoff Plaza,California,Northridge,34.23467601501983,-118.55486370580235
323,Chipotle North Hills,California,Northridge,34.2236510643574,-118.5018123438137
324,Chipotle CS Northridge,California,Northridge,34.23747060221053,-118.53649385798923
325,Chipotle Novato,California,Novato,38.10599116178466,-122.56960896073053
326,Chipotle Oakland Broadway & 30th,California,Oakland,37.81919,-122.262585
327,Chipotle Oakland Lakeshore,California,Oakland,37.810767415996374,-122.24476638808744
328,Chipotle Oakland Hegenberger,California,Oakland,37.73794078618209,-122.19746573745556
329,Chipotle Oceanside,California,Oceanside,33.181893,-117.33164
330,Chipotle Del Oro Marketplace,California,Oceanside,33.205653064520334,-117.28861079569788
331,Chipotle Mission Marketplace,California,Oceanside,33.245213451838396,-117.29050765091336
332,Chipotle The Mills,California,Ontario,34.073101,-117.552031
333,Chipotle West Ontario,California,Ontario,34.03373896280914,-117.62892868773156
334,Chipotle The Village,California,Orange,33.82580291158203,-117.83640855889553
335,Chipotle El Modena,California,Orange,33.787170245544765,-117.8165608815973
336,Chipotle Seabridge,California,Oxnard,34.189702,-119.223031
337,Chipotle Oxnard,California,Oxnard,34.2340367,-119.1786787
338,Chipotle Pacific Palisades,California,Pacific Palisades,34.046596,-118.524413
339,Chipotle Monterey & Dinah Shore,California,Palm Desert,33.801446689642624,-116.38747067484036
340,Chipotle Palm Desert,California,Palm Desert,33.72810751005554,-116.40304972331353
341,Chipotle Palm Springs,California,Palm Springs,33.80077209644914,-116.52167565167815
342,Chipotle Palmdale,California,Palmdale,34.60234325273732,-118.15016453697854
343,Chipotle Stanford Center,California,Palo Alto,37.44481458900919,-122.16927148831822
344,Chipotle Palo Alto,California,Palo Alto,37.42387416998631,-122.14306001409534
345,Chipotle The Plant,California,Panorama City,34.21576549591313,-118.4484124987124
346,Chipotle Paramount,California,Paramount,33.889671705188285,-118.15984994835645
347,Chipotle South Lake,California,Pasadena,34.14161412024798,-118.13191377852155
348,Chipotle East Pas,California,Pasadena,34.151687162182554,-118.08020075602525
349,Chipotle Paso Robles II,California,Paso Robles,35.614783491487046,-120.6833899971
350,Chipotle Perris,California,Perris,33.80745746473947,-117.2265905485969
351,Chipotle Petaluma,California,Petaluma,38.24360598292279,-122.62638934384842
352,Chipotle Pico Rivera,California,Pico Rivera,34.001212777535095,-118.08429593984698
